hour,rainfall,lag_1_rain,lag_2_rain,cumulative_3hr,runoff,runoff_ratio,storage,storage_change,flood
1.0809322122518483,4.7545343943880525,0.01684370835116941,0.023660583159665363,5.378617120488162,39.465606607254536,0.12421109214300663,-0.04259822295265019,-0.1080793846798491,0.0
2.062740903081218,10.181897358989602,4.5869228264182595,-0.008793897624250785,16.434541245700956,83.28670565423761,0.24477684222234186,0.07096141183597234,0.028949454729801937,0.0
2.817697933078644,15.109373290367468,9.392533181275738,4.73083770143172,28.77578725582643,127.67103454924803,0.5819401174544334,0.040818474982752796,0.10338035490102175,0.0
4.46905735200729,19.325573120351162,16.03023333162926,10.228958984109799,45.53686213791104,156.02521741309107,0.5594761374823802,0.1008305891134118,0.058256536568013106,0.0
5.181695759108336,26.098721495107185,19.210611737977857,13.979475936207034,61.36690799158132,192.55942423870238,0.5288842190530619,0.030096807291562548,0.03663872296699889,0.0
5.840461173105587,51.63920515162032,25.212958908521,21.16093729802456,100.24480491557826,477.5930890159568,1.877863402545447,171.2438162691358,191.2813462062166,0.0
6.220521310998042,67.08528639443155,60.82414978792913,22.56883454908776,149.6609079468663,522.8648089543732,1.9273865775877284,406.6673940912208,255.4519540379207,1.0
7.856981211696006,81.38569825311582,69.95548291267406,58.785876414895476,208.09723747160515,629.2478545739071,1.9863275550050277,789.0702126268427,340.2452097014398,1.0
10.033454956152239,41.63603369075001,81.18528713322114,70.18309825239407,194.26962037143832,336.25587712555574,1.0486184948616755,789.384191053418,20.566205709367377,1.0
10.355671755841405,19.508459715433208,40.30980372422036,80.26125366849263,138.61388767964374,157.70332502512957,0.49966647090136546,693.3202047367591,0.011230468616229027,1.0
10.8035981701325,10.54911258424892,21.041239047400538,39.17465809488628,68.0241205528609,68.65669230173914,0.28958835731926064,430.6991310338486,0.019118844429457073,1.0
12.083903748901937,4.828815728978502,9.706335949099513,18.752299004659157,34.32454416860935,43.9288562599994,0.11973623595190895,188.26114142149638,0.004858178655797501,0.0
1.1001383569318492,5.428368397611744,0.010943890411195983,-0.014966162912682133,4.779990923996648,37.331734571809434,0.20367336607352138,0.08954898665566245,0.02057902822107972,0.0
2.1848379533251876,8.826610188674923,4.933194661730095,-0.0039751389996821205,15.21659200288813,80.02476631174196,0.39164540601073083,-0.021475698897333362,0.0007578432670802715,0.0
3.2435849307615943,13.489333438425877,10.156328795797878,4.69057197543018,28.69777279976297,115.67026911327257,0.5049526283796161,-0.002568029965092415,-0.03580626988728054,0.0
